group,sample
mda,1465-cortex_1-neuron_MDA_12
mda,1465-cortex_1-neuron_MDA_18
mda,1465-cortex_1-neuron_MDA_20
mda,1465-cortex_1-neuron_MDA_24
mda,1465-cortex_1-neuron_MDA_25
mda,1465-cortex_1-neuron_MDA_2_WGSb
mda,1465-cortex_1-neuron_MDA_30
mda,1465-cortex_1-neuron_MDA_39
mda,1465-cortex_1-neuron_MDA_3_WGSb
mda,1465-cortex_1-neuron_MDA_46
mda,1465-cortex_1-neuron_MDA_47
mda,1465-cortex_1-neuron_MDA_5
mda,1465-cortex_1-neuron_MDA_51_WGSb
mda,1465-cortex_1-neuron_MDA_6_WGSb
mda,4638-MDA-2
mda,4638-MDA-03
mda,4638-MDA-4
mda,4638-MDA-7
mda,4638-MDA-11
mda,4638-MDA-12
mda,4638-MDA-14
mda,4638-MDA-15
mda,4638-MDA-20
mda,4638-MDA-24
mda,4643_MDA_1
mda,4643_MDA_2
mda,4643-MDA_23
mda,4643_MDA_24
mda,4643_MDA_26
mda,4643_MDA_3
mda,4643_MDA_31
mda,4643_MDA_32
mda,4643_MDA_4
mda,4643_MDA_5
mda,1278_ct_p1E3
mda,1278_ct_p1E6
mda,1278_ct_p1G9
mda,1278_ct_p2B9
mda,1278_ct_p2C7
mda,1278_ct_p2E4
mda,1278_ct_p2E6
mda,1278_ct_p2F5
mda,1278_ct_p2G5
mda,1465_ct_8p2h8
mda,1465_ct_p2B11
mda,1465_ctx_p2F06
mda,1465_ctx_p2g8
mda,5171_ct_p1H1
mda,5171_ct_p2F11
mda,5171_ct_p2F12
mda,5171_ct_p2G4
mda,5219_ct_p1G1
mda,5219_ct_p1G7
mda,5219_ct_p2A12
mda,5219_ct_p2C3
mda,5817_ct_p1H10
mda,5817_ct_p1H2
mda,5817_ct_p1H5
mda,5817_ct_p2H6
mda,5511_20150527-pfc-1cp1F6_20170221-WGS
mda,5511_20150527-pfc-1cp2D3_20170221-WGS
mda,5511_20150527-pfc-1cp2F3_20170221-WGS
mda,5823_20160810-dg-1cp2E1_20170221-WGS
mda,5823_20160810-dg-1cp3D11_20170221-WGS
mda,5823_20160810-dg-1cp3H1_20170221-WGS
mda,5823_20160824-pfc-1cp1F11_20170221-WGS
mda,5823_20160824-pfc-1cp2E1_20170221-WGS
mda,5823_20160824-pfc-1cp2G5_20170221-WGS
mda,5840_20160809-pfc-1cp1C2_20170221-WGS
mda,5840_20160809-pfc-1cp1D7_20170221-WGS
mda,5840_20160809-pfc-1cp1G4_20170221-WGS
mda,5840_20160810-dg-1cp2D10_20170221-WGS
mda,5840_20160810-dg-1cp3A10_20170221-WGS
mda,5840_20160810-dg-1cp3F8_20170221-WGS
mda,936_20141001-pfc-1cp1G11_20170221-WGS
mda,936_20141001-pfc-1cp1H9_20170221-WGS
mda,936_20141001-pfc-1cp2F6_20170221-WGS
mda,5559-dg1C11
mda,5559-dg1F1
mda,5559-dg3A11
mda,5559-dg4C11
mda,5559-dg4E3
mda,5559-pfc1C4
mda,5559-pfc1C7
mda,5559-pfc1E2
mda,5559-pfc1H2
mda,5559-pfc2A3
mda,5657-pfc1D2
mda,5657-pfc1E11
mda,5657-pfc2A6
mda,5657-pfc2F1
mda,5657-pfc2G9
mda,5657-dg1G2
mda,5657-dg2G2
mda,5657-dg4A12
mda,5657-dg4B1
mda,5657-dg4H1
mda,5087-1cp1C6
mda,5087-1cp1C9
mda,5087-1cp1D6
mda,5087-1cp1H10b
mda,5087-1cp2A2
mda,5532-1cp1E11
mda,5532-1cp1E9
mda,5532-1cp1H11
mda,5532-1cp1H4
mda,5532-1cp1H9
mda,5087pfc-Lp1C5
mda,5087pfc-Rp1G4
mda,5087pfc-Rp3C5
mda,5087pfc-Rp3F4
mda,5532pfc-Lp1C5
mda,5532pfc-Lp2C5
mda,5532pfc-Rp1C11
mda,5532pfc-Rp1H7
mda,1465-2-C1
mda,1465-2-E12
mda,GliaLC-4-B12
mda,GliaLC-4-D12
mda,GliaLC-4-D8
mda,GliaLC-4-E12
mda,GliaLC-4-F11
mda,GliaLC-4-F7
mda,GliaLC-4-F9
mda,GliaLC-4-G10
mda,GliaLC-4-H7
mda,GliaLC-4-H8
mda,GliaLC-5-B12
mda,GliaLC-5-B7
mda,GliaLC-5-B8
mda,GliaLC-5-C7
mda,GliaLC-5-D10
mda,GliaLC-5-E12
mda,GliaLC-5-E7
mda,GliaLC-5-G7
mda,GliaLC-5-H10
mda,GliaLC-5-H11
mda,GliaLC-6-A5
mda,GliaLC-6-A7
mda,GliaLC-6-B10
mda,GliaLC-6-B4
mda,GliaLC-6-B5
mda,GliaLC-6-C1
mda,GliaLC-6-C2
mda,GliaLC-6-D10
mda,GliaLC-6-D8
mda,GliaLC-6-E6
mda,GliaLC-6-E7
mda,GliaLC-6-F10
mda,GliaLC-6-F12
mda,GliaLC-6-F3
mda,GliaLC-6-G3
mda,GliaLC-6-G4
mda,GliaLC-6-G7
mda,GliaLC-6-H12
mda,GliaLC-6-H3
mda,GliaLC-6-H7
mda,1353-181114-Pp2B08
mda,1353-181114-Pp2H04
mda,1353-181114-Pp2H10
mda,1353_180322_P1E03
mda,1353_180322_Pp1C02
mda,1353_180322_Pp1G05
mda,1353_180322_Pp1H01
mda,1353_180327_Hp1D03
mda,1353_180508_Hp2C08
mda,1353_180508_Hp2E08
mda,1353_180508_Hp2G06
mda,1353_180508_Hp2H11
mda,1456_180403_Hp1D06
mda,1456_180403_Hp1E10
mda,1456_180403_Hp1G11
mda,1456_180403_Hp2G08
mda,1456_180508_Pp2B03
mda,1456_180508_Pp2B10
mda,1456_180508_Pp2D03
mda,1456_180508_Pp2D11
mda,1456_180508_Pp2E04
mda,1647-181116-Hp3C11
mda,1647-181116-Hp3E10
mda,1647-181116-Hp3G08
mda,1647-181116-Hp3H06
mda,1647-190108-Pp3B09
mda,1647-190108-Pp3B10
mda,1647-190108-Pp3C11
mda,1647_180713_P2B05
mda,1647_180713_P2D11
mda,1647_180713_P2G01
mda,MA1647_p1E05
mda,1828-181116-Hp2B07
mda,1828-181116-Hp2C09
mda,1828-181116-Hp2D07
mda,1828-181116-Hp2D09
mda,MA1828_p1A09
mda,MA1828_p1C06
mda,MA1828_p1D06
mda,MA1828_p1F01
mda,MA1828_p1F03
mda,MA1828_p2F10
mda,MA1828_p2G02
mda,MA1828_p2G10
mda,MA1828_p2H02
mda,MA1828_p2H11
mda,1995-181114-Pp5E11
mda,1995-181114-Pp5G02
mda,1995-181114-Pp5H06
mda,1995-181114-Pp5H08
mda,1995_171201_Pp1G12
mda,1995_171201_Pp1H09
mda,1995_180413_Hp1A12
mda,1995_180413_Hp1B03
mda,1995_180601_Pp4D07
mda,1995_180601_Pp4G11
mda,1995_180604_Hp2A12
mda,1995_180604_Hp2G12
mda,2208-181120-Hp1B01
mda,2208-181120-Hp1B02
mda,2208-181120-Hp1C12
mda,2208-181120-Hp1H04
mda,2208-181120-Hp1H05
mda,2208-181120-Pp1B05
mda,2208-181120-Pp1E01
mda,2208-181120-Pp1G03
mda,2208-181120-Pp1G04
mda,2208-181120-Pp1H10
mda,4556_170602_H1B01
mda,4556_170602_P1A08
mda,4556_170626_H2A09
mda,4556_170626_H2F06
mda,4556_170626_H2G07
mda,4556_170626_H2G11
mda,4556_170626_P2E02
mda,4556_170626_P2F08
mda,5222-181114-Pp3C03
mda,5222-181114-Pp3G05
mda,5222_180601_Pp2B04
mda,5222_180601_Pp2B12
mda,5222_180601_Pp2C01
mda,5222_180601_Pp2F05
mda,UMB5222_p1C06
mda,UMB5222_p1F08
mda,UMB5222_p1H04
mda,UMB5222_p1H07
mda,UMB5222_p2E10
mda,1465_pfcalk-1cA12
mda,1465_pfcalk-1cB07
mda,1465_pfcalk-1cB08
mda,1465_pfcalk-1cD09
mda,4976-190221-Hp1C04
mda,4976-190221-Hp1F11
mda,4976-190221-Hp1G08
mda,4976-190221-Hp2D06
mda,4976-190221-Hp2E09
mda,4976-190221-Pp1E11
mda,4976-190221-Pp2C05
mda,4976-190221-Pp2E06
mda,4976-190221-Pp2F02
mda,4976-190221-Pp2G03
mda,5087-190107-Hp1A09
mda,5087-190107-Hp1E12
mda,5087-190107-Hp1F06
mda,5087-190107-Hp1F09
mda,5087-190107-Hp1G08
mda,5171_180713_P2E03
mda,5171_180713_P2F01
mda,5171_180713_P2F06
mda,5171_180713_P2F08
mda,UMB5171_p1A09
mda,UMB5171_p1C01
mda,UMB5171_p1D11
mda,UMB5171_p1E07
mda,UMB5171_p1H01
mda,5451-190107-Hp1B10
mda,5451-190107-Hp1C11
mda,5451-190107-Hp1D05
mda,5451-190107-Hp1F11
mda,5451-190107-Hp1G10
mda,5451-190108-Pp1C03
mda,5451-190108-Pp1D01
mda,5451-190108-Pp1D10
mda,5451-190108-Pp1F05
mda,5451-190108-Pp1F09
mda,5657_180713_P1B06
mda,5657_180713_P1C01
mda,5657_180713_P1E08
mda,5657_180713_P1E10
mda,5657_180713_P1E11
mda,5657_180716_H1A08
mda,5657_180716_H1F01
mda,5657_180716_H1F09
mda,5657_180716_H1H08
mda,5657_180716_H1H11
mda,5823_180716_H1B10
mda,5823_180716_H1E04
mda,5823_180716_H1E07
mda,5823_180716_H1F04
mda,5823_180716_H1H05
mda,5840-190107-Hp2A12
mda,5840-190107-Hp2B02
mda,5840-190107-Hp2B08
mda,5840-190107-Hp2F03
mda,5840-190107-Hp2F12
mda,5943-190107-Hp1A07
mda,5943-190107-Hp1C10
mda,5943-190107-Hp1C11
mda,5943-190107-Hp1D04
mda,5943-190107-Hp1D10
mda,5943-190108-Pp1A10
mda,5943-190108-Pp1B02
mda,5943-190108-Pp1C02
mda,5943-190108-Pp1E07
mda,5943-190108-Pp1F06
mda,5171BA6-B2
mda,5171BA6-D2
mda,5171BA6-E2
mda,5823BA6-D11
mda,5823BA6-E10
mda,5823BA6-E7
pta,11901106_Gy_C1
pta,11901106_Gy_C2
pta,1278BA9-A
pta,1278BA9-B
pta,1278BA9-C
pta,1465BA9-A
pta,1465BA9-B
pta,1465BA9-C
pta,1465BA9-D
pta,301159_Gyrus_D1
pta,301159_Gyrus_D3
pta,4638-Neuron-4
pta,4638-Neuron-5
pta,4638-Neuron-6
pta,4643-Neuron-3
pta,4643-Neuron-4
pta,4643-Neuron-6
pta,5087PFC-A
pta,5087PFC-B
pta,5087PFC-C
pta,5219-Neuron-2
pta,5219-Neuron-4
pta,5219-Neuron-5
pta,5559PFC-A
pta,5559PFC-B
pta,5559PFC-C
pta,5657PFC-A
pta,5657PFC-B
pta,5657PFC-C
pta,5817PFC-A
pta,5817PFC-B
pta,5817PFC-C
pta,5823PFC-A
pta,5823PFC-B
pta,5823PFC-C
pta,5871-Neuron-4
pta,5871-Neuron-5
pta,5871-Neuron-6
pta,936PFC-A
pta,936PFC-B
pta,936PFC-C
pta,UMB4976_E1
pta,UMB4976_E2
pta,UMB4976_E3
pta,UMB5451_B2
pta,UMB5451_B3
pta,UMB5451_B5
pta,UMB5572_D2
pta,UMB5572_D3
pta,UMB5572_D4
pta,UMB5666_F1
pta,UMB5666_F2
pta,UMB5666_F5
pta,UMB5943_C2
pta,UMB5943_C4
pta,UMB5943_C5
pta,1278-Oligo-5
pta,1278-Oligo-7
pta,1278-Oligo-8
pta,1278_OL1
pta,1278_OL2
pta,1278_OL4
pta,1465-Oligo-5
pta,1465-Oligo-7
pta,1465-Oligo-8
pta,1465_OL1
pta,1465_OL2
pta,1465_OL3
pta,4638-Oligo-4
pta,4638-Oligo-5
pta,4638_OL3
pta,4638_OL8
pta,4643-Oligo-5
pta,4643-Oligo-6
pta,4643-Oligo-8
pta,4643_OL3
pta,5087-Oligo-4
pta,5087-Oligo-5
pta,5087-Oligo-7
pta,5087_OL2
pta,5087_OL8
pta,5219-Oligo-5
pta,5219-Oligo-6
pta,5219-Oligo-7
pta,5219_OL4
pta,5219_OL8
pta,5559-Oligo-3
pta,5559-Oligo-5
pta,5559-Oligo-8
pta,5559_OL1
pta,5559_OL2
pta,5657-Oligo-3
pta,5657-Oligo-5
pta,5657-Oligo-7
pta,5657_OL1
pta,5657_OL2
pta,5657_OL4
pta,5657_OL6
pta,5657_OL8
pta,5817-Oligo-4
pta,5817-Oligo-6
pta,5817-Oligo-7
pta,5817_OL2
pta,5817_OL3
pta,5817_OL8
pta,5823-Oligo-6
pta,5823-Oligo-7
pta,5823-Oligo-8
pta,5823_OL1
pta,5823_OL2
pta,5823_OL3
pta,5823_OL4
pta,5823_OL5
pta,5871-Oligo-4
pta,5871-Oligo-5
pta,5871-Oligo-7
pta,5871_OL3
pta,5871_OL6
pta,5871_OL8
pta,936-Oligo-4
pta,936-Oligo-5
pta,936-Oligo-6
pta,1353P_200925A1
pta,1353P_200925E1
pta,1353P_200925E2
pta,1353P_200925E3
pta,ALZ1456BA9-A
pta,ALZ1456BA9-B
pta,ALZ1456BA9-C
pta,ALZ1456BA9-D
pta,1647P_201001A5
pta,1647P_201001A6
pta,ALZ1647BA9-A
pta,ALZ1647BA9-B
pta,ALZ1647BA9-C
pta,ALZ1647BA9-D
pta,1828P_201001G1
pta,1828P_201001G2
pta,1828P_201001G6
pta,1828P_201001H1
pta,1995P_201001E1
pta,1995P_201001E3
pta,1995P_201001E5
pta,1995P_201001E6
pta,MA2207_A2
pta,MA2207_A3
pta,MA2207_A5
pta,2208P_201001C2
pta,2208P_201001C3
pta,2208P_201001C4
pta,2208P_201001C6
pta,2036BA6-A
pta,2036BA6-B
pta,2036BA6-C
pta,2036BA6_NeuN_A
pta,2036BA6_NeuN_B
pta,2036BA6_NeuN_C
pta,1844BA6-A
pta,1844BA6-B
pta,1844BA6-C
pta,1844BA6_NeuN_A
pta,1844BA6_NeuN_B
pta,1844BA6_NeuN_C
pta,1700BA6_NeuN_A
pta,1700BA6_NeuN_B
pta,1700BA6_NeuN_C
pta,1700BA6_TDP_A
pta,1700BA6_TDP_B
pta,1700BA6_TDP_C
pta,1278_BA6_A
pta,1278_BA6_B
pta,1278_BA6_C
pta,5087_BA6_A
pta,5087_BA6_B
pta,5087_BA6_C
pta,5219_BA6_A
pta,5219_BA6_B
pta,5219_BA6_C
pta,5451-BA6-A
pta,5451-BA6-B
pta,5451-BA6-C
pta,5657_BA6_A
pta,5657_BA6_B
pta,5657_BA6_C
pta,5817_BA6_A
pta,5817_BA6_B
pta,5817_BA6_C
pta,5823_BA6_A
pta,5823_BA6_B
pta,5823_BA6_C
pta,936_BA6_A
pta,936_BA6_B
pta,936_BA6_C
pta,1300PFC_NeuN_A
pta,1300PFC_NeuN_B
pta,1300PFC_NeuN_C
pta,1300PFC_TDP_A
pta,1300PFC_TDP_B
pta,1300PFC_TDP_C
pta,1334PFC_NeuN_A
pta,1334PFC_NeuN_B
pta,1334PFC_NeuN_C
pta,1334PFC_TDP_A
pta,1334PFC_TDP_B
pta,1334PFC_TDP_C
pta,1792PFC_NeuN_A
pta,1792PFC_NeuN_B
pta,1792PFC_NeuN_C
pta,1792PFC_TDP_A
pta,1792PFC_TDP_B
pta,1792PFC_TDP_C
pta,6004PFC_N_A
pta,6004PFC_N_B
pta,6004PFC_N_C
pta,6004PFC_T_A
pta,6004PFC_T_B
pta,6004PFC_T_C
pta,S08631PFC_N_A
pta,S08631PFC_N_B
pta,S08631PFC_N_C
pta,S08631PFC_T_A
pta,S08631PFC_T_B
pta,S08631PFC_T_C
pta,S13034PFC_N_A
pta,S13034PFC_N_B
pta,S13034PFC_N_C
pta,S13034PFC_T_A
pta,S13034PFC_T_B
pta,S13034PFC_T_C
all,1465-cortex_1-neuron_MDA_12
all,1465-cortex_1-neuron_MDA_18
all,1465-cortex_1-neuron_MDA_20
all,1465-cortex_1-neuron_MDA_24
all,1465-cortex_1-neuron_MDA_25
all,1465-cortex_1-neuron_MDA_2_WGSb
all,1465-cortex_1-neuron_MDA_30
all,1465-cortex_1-neuron_MDA_39
all,1465-cortex_1-neuron_MDA_3_WGSb
all,1465-cortex_1-neuron_MDA_46
all,1465-cortex_1-neuron_MDA_47
all,1465-cortex_1-neuron_MDA_5
all,1465-cortex_1-neuron_MDA_51_WGSb
all,1465-cortex_1-neuron_MDA_6_WGSb
all,4638-MDA-2
all,4638-MDA-03
all,4638-MDA-4
all,4638-MDA-7
all,4638-MDA-11
all,4638-MDA-12
all,4638-MDA-14
all,4638-MDA-15
all,4638-MDA-20
all,4638-MDA-24
all,4643_MDA_1
all,4643_MDA_2
all,4643-MDA_23
all,4643_MDA_24
all,4643_MDA_26
all,4643_MDA_3
all,4643_MDA_31
all,4643_MDA_32
all,4643_MDA_4
all,4643_MDA_5
all,1278_ct_p1E3
all,1278_ct_p1E6
all,1278_ct_p1G9
all,1278_ct_p2B9
all,1278_ct_p2C7
all,1278_ct_p2E4
all,1278_ct_p2E6
all,1278_ct_p2F5
all,1278_ct_p2G5
all,1465_ct_8p2h8
all,1465_ct_p2B11
all,1465_ctx_p2F06
all,1465_ctx_p2g8
all,5171_ct_p1H1
all,5171_ct_p2F11
all,5171_ct_p2F12
all,5171_ct_p2G4
all,5219_ct_p1G1
all,5219_ct_p1G7
all,5219_ct_p2A12
all,5219_ct_p2C3
all,5817_ct_p1H10
all,5817_ct_p1H2
all,5817_ct_p1H5
all,5817_ct_p2H6
all,5511_20150527-pfc-1cp1F6_20170221-WGS
all,5511_20150527-pfc-1cp2D3_20170221-WGS
all,5511_20150527-pfc-1cp2F3_20170221-WGS
all,5823_20160810-dg-1cp2E1_20170221-WGS
all,5823_20160810-dg-1cp3D11_20170221-WGS
all,5823_20160810-dg-1cp3H1_20170221-WGS
all,5823_20160824-pfc-1cp1F11_20170221-WGS
all,5823_20160824-pfc-1cp2E1_20170221-WGS
all,5823_20160824-pfc-1cp2G5_20170221-WGS
all,5840_20160809-pfc-1cp1C2_20170221-WGS
all,5840_20160809-pfc-1cp1D7_20170221-WGS
all,5840_20160809-pfc-1cp1G4_20170221-WGS
all,5840_20160810-dg-1cp2D10_20170221-WGS
all,5840_20160810-dg-1cp3A10_20170221-WGS
all,5840_20160810-dg-1cp3F8_20170221-WGS
all,936_20141001-pfc-1cp1G11_20170221-WGS
all,936_20141001-pfc-1cp1H9_20170221-WGS
all,936_20141001-pfc-1cp2F6_20170221-WGS
all,5559-dg1C11
all,5559-dg1F1
all,5559-dg3A11
all,5559-dg4C11
all,5559-dg4E3
all,5559-pfc1C4
all,5559-pfc1C7
all,5559-pfc1E2
all,5559-pfc1H2
all,5559-pfc2A3
all,5657-pfc1D2
all,5657-pfc1E11
all,5657-pfc2A6
all,5657-pfc2F1
all,5657-pfc2G9
all,5657-dg1G2
all,5657-dg2G2
all,5657-dg4A12
all,5657-dg4B1
all,5657-dg4H1
all,5087-1cp1C6
all,5087-1cp1C9
all,5087-1cp1D6
all,5087-1cp1H10b
all,5087-1cp2A2
all,5532-1cp1E11
all,5532-1cp1E9
all,5532-1cp1H11
all,5532-1cp1H4
all,5532-1cp1H9
all,5087pfc-Lp1C5
all,5087pfc-Rp1G4
all,5087pfc-Rp3C5
all,5087pfc-Rp3F4
all,5532pfc-Lp1C5
all,5532pfc-Lp2C5
all,5532pfc-Rp1C11
all,5532pfc-Rp1H7
all,1465-2-C1
all,1465-2-E12
all,GliaLC-4-B12
all,GliaLC-4-D12
all,GliaLC-4-D8
all,GliaLC-4-E12
all,GliaLC-4-F11
all,GliaLC-4-F7
all,GliaLC-4-F9
all,GliaLC-4-G10
all,GliaLC-4-H7
all,GliaLC-4-H8
all,GliaLC-5-B12
all,GliaLC-5-B7
all,GliaLC-5-B8
all,GliaLC-5-C7
all,GliaLC-5-D10
all,GliaLC-5-E12
all,GliaLC-5-E7
all,GliaLC-5-G7
all,GliaLC-5-H10
all,GliaLC-5-H11
all,GliaLC-6-A5
all,GliaLC-6-A7
all,GliaLC-6-B10
all,GliaLC-6-B4
all,GliaLC-6-B5
all,GliaLC-6-C1
all,GliaLC-6-C2
all,GliaLC-6-D10
all,GliaLC-6-D8
all,GliaLC-6-E6
all,GliaLC-6-E7
all,GliaLC-6-F10
all,GliaLC-6-F12
all,GliaLC-6-F3
all,GliaLC-6-G3
all,GliaLC-6-G4
all,GliaLC-6-G7
all,GliaLC-6-H12
all,GliaLC-6-H3
all,GliaLC-6-H7
all,1353-181114-Pp2B08
all,1353-181114-Pp2H04
all,1353-181114-Pp2H10
all,1353_180322_P1E03
all,1353_180322_Pp1C02
all,1353_180322_Pp1G05
all,1353_180322_Pp1H01
all,1353_180327_Hp1D03
all,1353_180508_Hp2C08
all,1353_180508_Hp2E08
all,1353_180508_Hp2G06
all,1353_180508_Hp2H11
all,1456_180403_Hp1D06
all,1456_180403_Hp1E10
all,1456_180403_Hp1G11
all,1456_180403_Hp2G08
all,1456_180508_Pp2B03
all,1456_180508_Pp2B10
all,1456_180508_Pp2D03
all,1456_180508_Pp2D11
all,1456_180508_Pp2E04
all,1647-181116-Hp3C11
all,1647-181116-Hp3E10
all,1647-181116-Hp3G08
all,1647-181116-Hp3H06
all,1647-190108-Pp3B09
all,1647-190108-Pp3B10
all,1647-190108-Pp3C11
all,1647_180713_P2B05
all,1647_180713_P2D11
all,1647_180713_P2G01
all,MA1647_p1E05
all,1828-181116-Hp2B07
all,1828-181116-Hp2C09
all,1828-181116-Hp2D07
all,1828-181116-Hp2D09
all,MA1828_p1A09
all,MA1828_p1C06
all,MA1828_p1D06
all,MA1828_p1F01
all,MA1828_p1F03
all,MA1828_p2G02
all,MA1828_p2H11
all,1995-181114-Pp5E11
all,1995-181114-Pp5G02
all,1995-181114-Pp5H06
all,1995-181114-Pp5H08
all,1995_171201_Pp1G12
all,1995_171201_Pp1H09
all,1995_180413_Hp1A12
all,1995_180413_Hp1B03
all,1995_180601_Pp4D07
all,1995_180601_Pp4G11
all,1995_180604_Hp2A12
all,1995_180604_Hp2G12
all,2208-181120-Hp1B01
all,2208-181120-Hp1B02
all,2208-181120-Hp1C12
all,2208-181120-Hp1H04
all,2208-181120-Hp1H05
all,2208-181120-Pp1B05
all,2208-181120-Pp1E01
all,2208-181120-Pp1G03
all,2208-181120-Pp1G04
all,2208-181120-Pp1H10
all,4556_170602_H1B01
all,4556_170602_P1A08
all,4556_170626_H2A09
all,4556_170626_H2F06
all,4556_170626_H2G07
all,4556_170626_H2G11
all,4556_170626_P2E02
all,4556_170626_P2F08
all,5222-181114-Pp3C03
all,5222-181114-Pp3G05
all,5222_180601_Pp2B04
all,5222_180601_Pp2B12
all,5222_180601_Pp2C01
all,5222_180601_Pp2F05
all,UMB5222_p1C06
all,UMB5222_p1F08
all,UMB5222_p1H04
all,UMB5222_p1H07
all,UMB5222_p2E10
all,1465_pfcalk-1cA12
all,1465_pfcalk-1cB07
all,1465_pfcalk-1cB08
all,1465_pfcalk-1cD09
all,4976-190221-Hp1C04
all,4976-190221-Hp1F11
all,4976-190221-Hp1G08
all,4976-190221-Hp2D06
all,4976-190221-Hp2E09
all,4976-190221-Pp1E11
all,4976-190221-Pp2C05
all,4976-190221-Pp2E06
all,4976-190221-Pp2F02
all,4976-190221-Pp2G03
all,5087-190107-Hp1A09
all,5087-190107-Hp1E12
all,5087-190107-Hp1F06
all,5087-190107-Hp1F09
all,5087-190107-Hp1G08
all,5171_180713_P2E03
all,5171_180713_P2F01
all,5171_180713_P2F06
all,5171_180713_P2F08
all,UMB5171_p1A09
all,UMB5171_p1C01
all,UMB5171_p1D11
all,UMB5171_p1E07
all,UMB5171_p1H01
all,5451-190107-Hp1B10
all,5451-190107-Hp1C11
all,5451-190107-Hp1D05
all,5451-190107-Hp1F11
all,5451-190107-Hp1G10
all,5451-190108-Pp1C03
all,5451-190108-Pp1D01
all,5451-190108-Pp1D10
all,5451-190108-Pp1F05
all,5451-190108-Pp1F09
all,5657_180713_P1B06
all,5657_180713_P1C01
all,5657_180713_P1E08
all,5657_180713_P1E10
all,5657_180713_P1E11
all,5657_180716_H1A08
all,5657_180716_H1F01
all,5657_180716_H1F09
all,5657_180716_H1H08
all,5657_180716_H1H11
all,5823_180716_H1B10
all,5823_180716_H1E04
all,5823_180716_H1E07
all,5823_180716_H1F04
all,5823_180716_H1H05
all,5840-190107-Hp2A12
all,5840-190107-Hp2B02
all,5840-190107-Hp2B08
all,5840-190107-Hp2F03
all,5840-190107-Hp2F12
all,5943-190107-Hp1A07
all,5943-190107-Hp1C10
all,5943-190107-Hp1C11
all,5943-190107-Hp1D04
all,5943-190107-Hp1D10
all,5943-190108-Pp1A10
all,5943-190108-Pp1B02
all,5943-190108-Pp1C02
all,5943-190108-Pp1E07
all,5943-190108-Pp1F06
all,5171BA6-B2
all,5171BA6-D2
all,5171BA6-E2
all,5823BA6-D11
all,5823BA6-E10
all,5823BA6-E7
all,11901106_Gy_C1
all,11901106_Gy_C2
all,1278BA9-A
all,1278BA9-B
all,1278BA9-C
all,1465BA9-A
all,1465BA9-B
all,1465BA9-C
all,1465BA9-D
all,301159_Gyrus_D1
all,301159_Gyrus_D3
all,4638-Neuron-4
all,4638-Neuron-5
all,4638-Neuron-6
all,4643-Neuron-3
all,4643-Neuron-4
all,4643-Neuron-6
all,5087PFC-A
all,5087PFC-B
all,5087PFC-C
all,5219-Neuron-2
all,5219-Neuron-4
all,5219-Neuron-5
all,5559PFC-A
all,5559PFC-B
all,5559PFC-C
all,5657PFC-A
all,5657PFC-B
all,5657PFC-C
all,5817PFC-A
all,5817PFC-B
all,5817PFC-C
all,5823PFC-A
all,5823PFC-B
all,5823PFC-C
all,5871-Neuron-4
all,5871-Neuron-5
all,5871-Neuron-6
all,936PFC-A
all,936PFC-B
all,936PFC-C
all,UMB4976_E1
all,UMB4976_E2
all,UMB4976_E3
all,UMB5451_B2
all,UMB5451_B3
all,UMB5451_B5
all,UMB5572_D2
all,UMB5572_D3
all,UMB5572_D4
all,UMB5666_F1
all,UMB5666_F2
all,UMB5666_F5
all,UMB5943_C2
all,UMB5943_C4
all,UMB5943_C5
all,1278-Oligo-5
all,1278-Oligo-7
all,1278-Oligo-8
all,1278_OL1
all,1278_OL2
all,1278_OL4
all,1465-Oligo-5
all,1465-Oligo-7
all,1465-Oligo-8
all,1465_OL1
all,1465_OL2
all,1465_OL3
all,4638-Oligo-4
all,4638-Oligo-5
all,4638_OL3
all,4638_OL8
all,4643-Oligo-5
all,4643-Oligo-6
all,4643-Oligo-8
all,4643_OL3
all,5087-Oligo-4
all,5087-Oligo-5
all,5087-Oligo-7
all,5087_OL2
all,5087_OL8
all,5219-Oligo-5
all,5219-Oligo-6
all,5219-Oligo-7
all,5219_OL4
all,5219_OL8
all,5559-Oligo-3
all,5559-Oligo-5
all,5559-Oligo-8
all,5559_OL1
all,5559_OL2
all,5657-Oligo-3
all,5657-Oligo-5
all,5657-Oligo-7
all,5657_OL1
all,5657_OL2
all,5657_OL4
all,5657_OL6
all,5657_OL8
all,5817-Oligo-4
all,5817-Oligo-6
all,5817-Oligo-7
all,5817_OL2
all,5817_OL3
all,5817_OL8
all,5823-Oligo-6
all,5823-Oligo-7
all,5823-Oligo-8
all,5823_OL1
all,5823_OL2
all,5823_OL3
all,5823_OL4
all,5823_OL5
all,5871-Oligo-4
all,5871-Oligo-5
all,5871-Oligo-7
all,5871_OL3
all,5871_OL6
all,5871_OL8
all,936-Oligo-4
all,936-Oligo-5
all,936-Oligo-6
all,1353P_200925A1
all,1353P_200925E1
all,1353P_200925E2
all,1353P_200925E3
all,ALZ1456BA9-A
all,ALZ1456BA9-B
all,ALZ1456BA9-C
all,ALZ1456BA9-D
all,1647P_201001A5
all,1647P_201001A6
all,ALZ1647BA9-A
all,ALZ1647BA9-B
all,ALZ1647BA9-C
all,ALZ1647BA9-D
all,1828P_201001G1
all,1828P_201001G2
all,1828P_201001G6
all,1828P_201001H1
all,1995P_201001E1
all,1995P_201001E3
